,orth,base,ctag,sentence
684,zadania,zadanie,subst:pl:acc:n,41
685,specjalisty,specjalista,subst:sg:gen:m1,41
686,",",",",interp,41
687,członek,członek,subst:sg:nom:m1,41
688,giełdy,giełda,subst:sg:gen:f,41
689,powinien,powinien,winien:sg:m1:imperf,41
690,kierować,kierować,inf:imperf,41
691,się,się,qub,41
692,przede,przed,prep:inst:wok,41
693,wszystkim,wszystko,subst:sg:inst:n,41
694,interesem,interes,subst:sg:inst:m3,41
695,uczestników,uczestnik,subst:pl:gen:m1,41
696,rynku,rynek,subst:sg:gen:m3,41
697,.,.,interp,41
698,1,1,adj:sg:nom:m3:pos,42
699,.,.,interp,42
700,Członek,członek,subst:sg:nom:m1,42
701,giełdy,giełda,subst:sg:gen:f,42
702,-,-,interp,42
703,specjalista,specjalista,subst:sg:nom:m1,42
704,oraz,oraz,conj,42
705,emitent,emitent,subst:sg:nom:m1,42
706,obowiązani,obowiązany,adj:pl:nom:m1:pos,42
707,są,być,fin:pl:ter:imperf,42
708,bezzwłocznie,bezzwłocznie,adv:pos,42
709,zawiadomić,zawiadomić,inf:perf,42
710,Zarząd,zarząd,subst:sg:acc:m3,42
711,Giełdy,giełda,subst:sg:gen:f,42
712,o,o,prep:loc,42
713,dokonanym,dokonać,ppas:sg:loc:n:perf:aff,42
714,wypowiedzeniu,wypowiedzenie,subst:sg:loc:n,42
715,",",",",interp,42
716,oraz,oraz,conj,42
717,wygaśnięciu,wygasnąć,ger:sg:loc:n:perf:aff,42
718,umowy,umowa,subst:sg:gen:f,42
719,",",",",interp,42
720,o,o,prep:loc,42
721,której,który,adj:sg:loc:f:pos,42
722,mowa,mowa,subst:sg:nom:f,42
723,w,w,prep:loc:nwok,42
724,§,§,interp,42
725,84,84,adj:sg:loc:m3:pos,42
726,",",",",interp,42
727,jak,jak,conj,42
728,również,również,conj,42
729,o,o,prep:loc,42
730,każdej,każdy,adj:sg:loc:f:pos,42
731,zmianie,zmiana,subst:sg:loc:f,42
732,w,w,prep:loc:nwok,42
733,jej,on,ppron3:sg:gen:f:ter:akc:npraep,42
734,treści,treść,subst:sg:loc:f,42
735,",",",",interp,42
736,z,z,prep:inst:nwok,42
737,wyjątkiem,wyjątek,subst:sg:inst:m3,42
738,zmiany,zmiana,subst:sg:gen:f,42
739,wynagrodzenia,wynagrodzenie,subst:sg:gen:n,42
740,.,.,interp,42
741,Do,do,prep:gen,43
742,zawiadomienia,zawiadomienie,subst:sg:gen:n,43
743,o,o,prep:loc,43
744,zmianie,zmiana,subst:sg:loc:f,43
745,treści,treść,subst:sg:gen:f,43
746,umowy,umowa,subst:sg:gen:f,43
747,należy,należeć,fin:sg:ter:imperf,43
748,dołączyć,dołączyć,inf:perf,43
749,odpis,odpis,subst:sg:acc:m3,43
750,umowy,umowa,subst:sg:gen:f,43
751,w,w,prep:loc:nwok,43
752,obowiązującym,obowiązywać,pact:sg:loc:n:imperf:aff,43
753,brzmieniu,brzmienie,subst:sg:loc:n,43
754,.,.,interp,43
755,2,2,adj:sg:nom:m3:pos,44
756,.,.,interp,44
757,Zawiadomienie,zawiadomienie,subst:sg:acc:n,44
758,o,o,prep:loc,44
759,wypowiedzeniu,wypowiedzieć,ger:sg:loc:n:perf:aff,44
760,umowy,umowa,subst:sg:gen:f,44
761,strona,strona,subst:sg:nom:f,44
762,dokonująca,dokonywać,pact:sg:nom:f:imperf:aff,44
763,wypowiedzenia,wypowiedzenie,subst:sg:gen:n,44
764,zobowiązana,zobowiązany,adj:sg:nom:f:pos,44
765,jest,być,fin:sg:ter:imperf,44
766,przekazać,przekazać,inf:perf,44
767,Zarządowi,zarząd,subst:sg:dat:m3,44
768,Giełdy,giełda,subst:sg:gen:f,44
769,nie,nie,qub,44
770,później,późno,adv:com,44
771,niż,niż,conj,44
772,na,na,prep:acc,44
773,4,4,num:pl:acc:m3:congr,44
774,tygodnie,tydzień,subst:pl:acc:m3,44
775,przed,przed,prep:inst:nwok,44
776,terminem,termin,subst:sg:inst:m3,44
777,wygaśnięcia,wygasnąć,ger:sg:gen:n:perf:aff,44
778,umowy,umowa,subst:sg:gen:f,44
779,.,.,interp,44
780,91,91,num:pl:nom:m3:rec,45
781,Zarząd,zarząd,subst:sg:nom:m3,45
782,Giełdy,giełda,subst:sg:gen:f,45
783,może,móc,fin:sg:ter:imperf,45
784,zawiesić,zawiesić,inf:perf,45
785,prawo,prawo,subst:sg:acc:n,45
786,wykonywania,wykonywać,ger:sg:gen:n:imperf:aff,45
787,przez,przez,prep:acc:nwok,45
788,członka,członek,subst:sg:acc:m1,45
789,giełdy,giełda,subst:sg:gen:f,45
790,zadań,zadanie,subst:pl:gen:n,45
791,specjalisty,specjalista,subst:sg:gen:m1,45
792,",",",",interp,45
793,o,o,prep:acc,45
794,ile,ile,num:sg:acc:n:rec,45
795,nie,nie,qub,45
796,wykonuje,wykonywać,fin:sg:ter:imperf,45
797,on,on,ppron3:sg:nom:m1:ter:akc:praep,45
798,ich,on,ppron3:pl:gen:n:ter:akc:npraep,45
799,zgodnie,zgodnie,adv:pos,45
800,z,z,prep:inst:nwok,45
801,przepisami,przepis,subst:pl:inst:m3,45
802,obowiązującymi,obowiązywać,pact:pl:inst:m3:imperf:aff,45
803,na,na,prep:loc,45
804,giełdzie,giełda,subst:sg:loc:f,45
805,.,.,interp,45
806,Nie,nie,qub,46
807,da,dać,fin:sg:ter:perf,46
808,się,się,qub,46
809,ukryć,ukryć,inf:perf,46
810,",",",",interp,46
811,że,że,comp,46
812,fascynuje,fascynować,fin:sg:ter:imperf,46
813,mnie,ja,ppron12:sg:acc:m1:pri:akc,46
814,kultura,kultura,subst:sg:nom:f,46
815,hip-hop,hip-hop,adj:sg:nom:f:pos,46
816,",",",",interp,46
817,ale,ale,conj,46
818,nie,nie,qub,46
819,chce,chcieć,fin:sg:ter:imperf,46
820,podszywać,podszywać,inf:imperf,46
821,się,się,qub,46
822,pod,pod,prep:inst:nwok,46
823,tzw,tak_zwany,brev:pun,46
824,.,.,interp,46
825,blokersa,blokers,subst:sg:acc:m1,46
826,i,i,conj,46
827,szukam,szukać,fin:sg:pri:imperf,46
828,swojej,swój,adj:sg:gen:f:pos,46
829,drogi,droga,subst:sg:gen:f,46
830,próbując,próbować,pcon:imperf,46
831,robić,robić,inf:imperf,46
832,muzykę,muzyka,subst:sg:acc:f,46
833,z,z,prep:inst:nwok,46
834,pozytywnym,pozytywny,adj:sg:inst:m3:pos,46
835,i,i,conj,46
836,szczerym,szczery,adj:sg:inst:m3:pos,46
837,przekazem,przekaz,subst:sg:inst:m3,46
838,.,.,interp,46
839,Jest,być,fin:sg:ter:imperf,47
840,ona,on,ppron3:sg:nom:f:ter:akc:npraep,47
841,adresowana,adresować,ppas:sg:nom:f:imperf:aff,47
842,do,do,prep:gen,47
843,ludzi,człowiek,subst:pl:gen:m1,47
844,młodych,młody,adj:pl:gen:m1:pos,47
845,",",",",interp,47
846,wrażliwych,wrażliwy,adj:pl:gen:m1:pos,47
847,i,i,conj,47
848,zmęczonych,zmęczony,adj:pl:gen:m1:pos,47
849,bezpłciową,bezpłciowy,adj:sg:inst:f:pos,47
850,",",",",interp,47
851,popową,popowy,adj:sg:inst:f:pos,47
852,papką,papka,subst:sg:inst:f,47
853,",",",",interp,47
854,zalewającą,zalewać,pact:sg:inst:f:imperf:aff,47
855,polski,polski,adj:sg:acc:m3:pos,47
856,eter,eter,subst:sg:acc:m3,47
857,.,.,interp,47
858,Oprócz,oprócz,prep:gen,48
859,plejady,plejada,subst:sg:gen:f,48
860,świetnych,świetny,adj:pl:gen:m1:pos,48
861,muzyków,muzyk,subst:pl:gen:m1,48
862,ze,z,prep:gen:wok,48
863,środowiska,środowisko,subst:sg:gen:n,48
864,rockowego,rockowy,adj:sg:gen:n:pos,48
865,/,/,interp,48
866,m.in,między_innymi,brev:pun,48
867,.,.,interp,48
868,Janek,Janek,subst:sg:nom:m1,48
869,Benedek,Benedek,subst:sg:nom:m1,48
870,(,(,interp,48
871,ex,ex,adj:sg:nom:m3:pos,48
872,-,-,interp,48
873,T.Love,T.Love,subst:sg:nom:m3,48
874,),),interp,48
875,",",",",interp,48
876,Wojciech,Wojciech,subst:sg:nom:m1,48
877,Seweryn,Seweryn,subst:sg:nom:m1,48
878,(,(,interp,48
879,Lech,Lech,subst:sg:nom:m1,48
880,Janerka,Janerka,subst:sg:nom:m1,48
881,),),interp,48
882,/,/,interp,48
883,udało,udać,praet:sg:n:perf,48
884,mi,ja,ppron12:sg:dat:m1:pri:nakc,48
885,się,się,qub,48
886,zaprosić,zaprosić,inf:perf,48
887,na,na,prep:acc,48
888,płytę,płyta,subst:sg:acc:f,48
889,kilka,kilka,num:pl:acc:f:rec,48
890,znanych,znany,adj:pl:gen:f:pos,48
891,i,i,conj,48
892,cenionych,cenić,ppas:pl:gen:f:imperf:aff,48
893,przeze,przez,prep:acc:wok,48
894,mnie,ja,ppron12:sg:acc:m1:pri:akc,48
895,gwiazd,gwiazda,subst:pl:gen:f,48
896,polskiego,polski,adj:sg:gen:m3:pos,48
897,hip-hopu,hip-hop,subst:sg:gen:m3,48
898,.,.,interp,48
899,W,w,prep:loc:nwok,49
900,dwóch,dwa,num:pl:loc:f:congr,49
901,piosenkach,piosenka,subst:pl:loc:f,49
902,wystąpił,wystąpić,praet:sg:m1:perf,49
903,gościnnie,gościnnie,adv:pos,49
904,Pezet,Pezet,subst:sg:nom:m1,49
905,(,(,interp,49
906,Pezet,Pezet,subst:sg:nom:m1,49
907,-,-,interp,49
908,Noon,Noon,subst:sg:nom:m1,49
909,),),interp,49
910,",",",",interp,49
911,w,w,prep:loc:nwok,49
912,jednej,jeden,adj:sg:loc:f:pos,49
913,Trzeci,Trzeci,adj:sg:nom:m1:pos,49
914,Wymiar,Wymiar,subst:sg:nom:m1,49
915,(,(,interp,49
916,wschodząca,wschodzić,pact:sg:nom:f:imperf:aff,49
917,gwiazda,gwiazda,subst:sg:nom:f,49
918,młodej,młody,adj:sg:gen:f:pos,49
919,hip-hopowej,hip-hopowy,adj:sg:gen:f:pos,49
920,fali,fala,subst:sg:gen:f,49
921,),),interp,49
922,",",",",interp,49
923,a,a,conj,49
924,także,także,qub,49
925,członkowie,członek,subst:pl:nom:m1,49
926,najlepszego,dobry,adj:sg:gen:m3:sup,49
927,w,w,prep:loc:nwok,49
928,Polsce,Polska,subst:sg:loc:f,49
929,sound-systemu,sound-system,subst:sg:gen:m3,49
930,reggae,reggae,adj:sg:gen:m3:pos,49
931,-,-,interp,49
932,Zjednoczenie,zjednoczenie,subst:sg:nom:n,49
933,Sound,Sound,subst:sg:nom:m3,49
934,System,system,subst:sg:nom:m3,49
935,.,.,interp,49
936,Płytę,płyta,subst:sg:acc:f,50
937,nagrali,nagrać,praet:pl:m1:perf,50
938,i,i,conj,50
939,zmiksowali,zmiksować,praet:pl:m1:perf,50
940,Kajetan,Kajetan,subst:sg:nom:m1,50
941,Aron,Aron,subst:sg:nom:m1,50
942,i,i,conj,50
943,Adam,Adam,subst:sg:nom:m1,50
944,Toczko,Toczko,subst:sg:nom:m1,50
945,w,w,prep:loc:nwok,50
946,Tarchostudio,Tarchostudio,subst:sg:loc:n,50
947,w,w,prep:loc:nwok,50
948,latach,rok,subst:pl:loc:m3,50
949,2002,2002,num:pl:nom:m3:congr,50
950,-,-,interp,50
951,2003,2003,num:pl:nom:m3:congr,50
952,.,.,interp,50
953,Kol,kolega,brev:pun,51
954,.,.,interp,51
955,Henryk,Henryk,subst:sg:nom:m1,51
956,Rospendowski,Rospendowski,subst:sg:nom:m1,51
957,nie,nie,qub,51
958,miał,mieć,praet:sg:m1:imperf,51
959,natomiast,natomiast,conj,51
960,żadnych,żaden,adj:pl:gen:n:pos,51
961,skrupułów,skrupuły,subst:pl:gen:n,51
962,.,.,interp,51
963,Uważał,uważać,praet:sg:m1:imperf,52
964,",",",",interp,52
965,że,że,comp,52
966,decydować,decydować,inf:imperf,52
967,o,o,prep:loc,52
968,wykluczeniu,wykluczyć,ger:sg:loc:n:perf:aff,52
969,Bąka,Bąk,subst:sg:gen:m1,52
970,nie,nie,conj,52
971,tylko,tylko,conj,52
972,można,można,pred,52
973,",",",",interp,52
974,ale,ale,conj,52
975,i,i,conj,52
976,trzeba,trzeba,pred,52
977,.,.,interp,52
978,Jego,on,ppron3:sg:gen:m1:ter:akc:npraep,53
979,wrogi,wrogi,adj:sg:acc:m3:pos,53
980,stosunek,stosunek,subst:sg:acc:m3,53
981,do,do,prep:gen,53
982,Polski,Polska,subst:sg:gen:f,53
983,Ludowej,ludowy,adj:sg:gen:f:pos,53
984,i,i,conj,53
985,do,do,prep:gen,53
986,budowy,budowa,subst:sg:gen:f,53
987,socjalizmu,socjalizm,subst:sg:gen:m3,53
988,",",",",interp,53
989,do,do,prep:gen,53
990,wszelkich,wszelki,adj:pl:gen:m3:pos,53
991,przejawów,przejaw,subst:pl:gen:m3,53
992,budowania,budować,ger:sg:gen:n:imperf:aff,53
993,nowego,nowy,adj:sg:gen:n:pos,53
994,życia,życie,subst:sg:gen:n,53
995,w,w,prep:loc:nwok,53
996,Polsce,Polska,subst:sg:loc:f,53
997,datuje,datować,fin:sg:ter:imperf,53
998,się,się,qub,53
999,od,od,prep:gen:nwok,53
1000,wyzwolenia,wyzwolić,ger:sg:gen:n:perf:aff,53
1001,Polski,Polska,subst:sg:gen:f,53
1002,przez,przez,prep:acc:nwok,53
1003,Armię,armia,subst:sg:acc:f,53
1004,Radziecką,radziecki,adj:sg:acc:f:pos,53
1005,.,.,interp,53
1006,Jeśli,jeśli,comp,54
1007,kol,kolega,brev:pun,54
1008,.,.,interp,54
1009,Bąk,Bąk,subst:sg:nom:m1,54
1010,jest,być,fin:sg:ter:imperf,54
1011,odpowiedzialny,odpowiedzialny,adj:sg:nom:m1:pos,54
1012,za,za,prep:acc,54
1013,swoje,swój,adj:pl:acc:m3:pos,54
1014,czyny,czyn,subst:pl:acc:m3,54
1015,-,-,interp,54
1016,naszym,nasz,adj:sg:inst:m3:pos,54
1017,obowiązkiem,obowiązek,subst:sg:inst:m3,54
1018,jest,być,fin:sg:ter:imperf,54
1019,wykluczenie,wykluczyć,ger:sg:nom:n:perf:aff,54
1020,go,on,ppron3:sg:gen:m1:ter:nakc:npraep,54
1021,ze,z,prep:gen:wok,54
1022,Związku,związek,subst:sg:gen:m3,54
1023,.,.,interp,54
1024,Jeżeli,jeżeli,comp,55
1025,nie,nie,qub,55
1026,",",",",interp,55
1027,choroba,choroba,subst:sg:nom:f,55
1028,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,55
1029,przynosi,przynosić,fin:sg:ter:imperf,55
1030,nieobliczalne,nieobliczalny,adj:pl:acc:f:pos,55
1031,szkody,szkoda,subst:pl:acc:f,55
1032,dobrej,dobry,adj:sg:gen:f:pos,55
1033,opinii,opinia,subst:sg:dat:f,55
1034,Związku,związek,subst:sg:gen:m3,55
1035,Literatów,literat,subst:pl:gen:m1,55
1036,",",",",interp,55
1037,a,a,conj,55
1038,zatem,zatem,conj,55
1039,człowieka,człowiek,subst:sg:gen:m1,55
1040,chorego,chory,adj:sg:gen:m1:pos,55
1041,psychicznie,psychicznie,adv:pos,55
1042,i,i,conj,55
1043,szkodnika,szkodnik,subst:sg:gen:m1,55
1044,tolerować,tolerować,inf:imperf,55
1045,w,w,prep:loc:nwok,55
1046,Związku,związek,subst:sg:loc:m3,55
1047,nie,nie,qub,55
1048,można,można,pred,55
1049,.,.,interp,55
1050,Kol,kolega,brev:pun,56
1051,.,.,interp,56
1052,Jan,Jan,subst:sg:nom:m1,56
1053,Bykowski,Bykowski,subst:sg:nom:m1,56
1054,przypomniał,przypomnieć,praet:sg:m1:perf,56
1055,wiele,wiele,num:pl:acc:m3:rec,56
1056,faktów,fakt,subst:pl:gen:m3,56
1057,",",",",interp,56
1058,mówiących,mówić,pact:pl:gen:m3:imperf:aff,56
1059,o,o,prep:loc,56
1060,tym,to,subst:sg:loc:n,56
1061,",",",",interp,56
1062,że,że,comp,56
1063,Bąk,Bąk,subst:sg:nom:m1,56
1064,jest,być,fin:sg:ter:imperf,56
1065,faszyzującym,faszyzować,pact:sg:inst:m1:imperf:aff,56
1066,antysemitą,antysemita,subst:sg:inst:m1,56
1067,",",",",interp,56
1068,zdeklarowanym,zdeklarowany,adj:sg:inst:m1:pos,56
1069,rasistą,rasista,subst:sg:inst:m1,56
1070,",",",",interp,56
1071,niedemokratą,niedemokrata,subst:sg:inst:m1,56
1072,i,i,conj,56
1073,w,w,prep:acc:nwok,56
1074,żaden,żaden,adj:sg:acc:m3:pos,56
1075,sposób,sposób,subst:sg:acc:m3,56
1076,nie,nie,qub,56
1077,mieści,mieścić,fin:sg:ter:imperf,56
1078,się,się,qub,56
1079,w,w,prep:loc:nwok,56
1080,szeregach,szereg,subst:pl:loc:m3,56
1081,pisarzy,pisarz,subst:pl:gen:m1,56
1082,Polski,Polska,subst:sg:gen:f,56
1083,Ludowej,ludowy,adj:sg:gen:f:pos,56
1084,.,.,interp,56
1085,Kol,kolega,brev:pun,57
1086,.,.,interp,57
1087,dr,dr,brev:npun,57
1088,Jerzy,Jerzy,subst:sg:nom:m1,57
1089,Koller,Koller,subst:sg:nom:m1,57
1090,podkreślił,podkreślić,praet:sg:m1:perf,57
1091,z,z,prep:gen:nwok,57
1092,kolei,kolej,subst:sg:gen:f,57
1093,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,57
1094,wrogi,wrogi,adj:sg:acc:m3:pos,57
1095,stosunek,stosunek,subst:sg:acc:m3,57
1096,do,do,prep:gen,57
1097,Związku,związek,subst:sg:gen:m3,57
1098,",",",",interp,57
1099,w,w,prep:loc:nwok,57
1100,którym,który,adj:sg:loc:m3:pos,57
1101,upatruje,upatrywać,fin:sg:ter:imperf,57
1102,Bąk,Bąk,subst:sg:nom:m1,57
1103,źródło,źródło,subst:sg:acc:n,57
1104,swoich,swój,adj:pl:gen:f:pos,57
1105,krzywd,krzywda,subst:pl:gen:f,57
1106,.,.,interp,57
1107,Jego,on,ppron3:sg:gen:m1:ter:akc:npraep,58
1108,rola,rola,subst:sg:nom:f,58
1109,w,w,prep:loc:nwok,58
1110,pracach,praca,subst:pl:loc:f,58
1111,Związku,związek,subst:sg:gen:m3,58
1112,jest,być,fin:sg:ter:imperf,58
1113,destrukcyjna,destrukcyjny,adj:sg:nom:f:pos,58
1114,",",",",interp,58
1115,a,a,conj,58
1116,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,58
1117,stan,stan,subst:sg:nom:m3,58
1118,psychiczny,psychiczny,adj:sg:nom:m3:pos,58
1119,nie,nie,qub,58
1120,pozwala,pozwalać,fin:sg:ter:imperf,58
1121,na,na,prep:acc,58
1122,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,58
1123,przynależność,przynależność,subst:sg:acc:f,58
1124,organizacyjną,organizacyjny,adj:sg:acc:f:pos,58
1125,.,.,interp,58
1126,Z,z,prep:gen:nwok,59
1127,ulicy,ulica,subst:sg:gen:f,59
1128,Szkolnej,Szkolny,adj:sg:gen:f:pos,59
1129,",",",",interp,59
1130,gdzie,gdzie,adv,59
1131,dotąd,dotąd,adv,59
1132,wybuchały,wybuchać,praet:pl:m3:imperf,59
1133,pożary,pożar,subst:pl:nom:m3,59
1134,",",",",interp,59
1135,podpalacz,podpalacz,subst:sg:nom:m1,59
1136,przeniósł,przenieść,praet:sg:m1:perf:nagl,59
1137,się,się,qub,59
1138,na,na,prep:acc,59
1139,sąsiednią,sąsiedni,adj:sg:acc:f:pos,59
1140,ulicę,ulica,subst:sg:acc:f,59
1141,Pomnikową,Pomnikowy,adj:sg:acc:f:pos,59
1142,.,.,interp,59
1143,Tu,tu,adv,60
1144,znajdują,znajdować,fin:pl:ter:imperf,60
1145,się,się,qub,60
1146,trzy,trzy,num:pl:nom:f:congr,60
1147,połączone,połączyć,ppas:pl:nom:f:perf:aff,60
1148,ze,z,prep:inst:wok,60
1149,sobą,siebie,siebie:inst,60
1150,stodoły,stodoła,subst:pl:nom:f,60
1151,.,.,interp,60
1152,Od,od,prep:gen:nwok,61
1153,głównej,główny,adj:sg:gen:f:pos,61
1154,ulicy,ulica,subst:sg:gen:f,61
1155,Raciborskiej,Raciborski,adj:sg:gen:f:pos,61
1156,teren,teren,subst:sg:nom:m3,61
1157,ogrodzony,ogrodzić,ppas:sg:nom:m3:perf:aff,61
1158,jest,być,fin:sg:ter:imperf,61
1159,płotem,płot,subst:sg:inst:m3,61
1160,.,.,interp,61
1161,Sprawca,sprawca,subst:sg:nom:m1,62
1162,świetnie,świetnie,adv:pos,62
1163,orientuje,orientować,fin:sg:ter:imperf,62
1164,się,się,qub,62
1165,w,w,prep:loc:nwok,62
1166,terenie,teren,subst:sg:loc:m3,62
1167,.,.,interp,62
1168,Wiedział,wiedzieć,praet:sg:m1:imperf,63
1169,",",",",interp,63
1170,że,że,comp,63
1171,od,od,prep:gen:nwok,63
1172,strony,strona,subst:sg:gen:f,63
1173,ulicy,ulica,subst:sg:gen:f,63
1174,Szkolnej,Szkolny,adj:sg:gen:f:pos,63
1175,nie,nie,qub,63
1176,ma,mieć,fin:sg:ter:imperf,63
1177,płotu,płot,subst:sg:gen:m3,63
1178,i,i,conj,63
1179,można,można,pred,63
1180,wejść,wejść,inf:perf,63
1181,na,na,prep:acc,63
1182,teren,teren,subst:sg:acc:m3,63
1183,działki,działka,subst:sg:gen:f,63
1184,.,.,interp,63
1185,Bieńkowiczanie,Bieńkowiczanin,subst:pl:nom:m1,64
1186,są,być,fin:pl:ter:imperf,64
1187,pewni,pewny,adj:pl:nom:m1:pos,64
1188,",",",",interp,64
1189,że,że,comp,64
1190,to,to,pred,64
1191,ktoś,ktoś,subst:sg:nom:m1,64
1192,ze,z,prep:gen:wok,64
1193,wsi,wieś,subst:sg:gen:f,64
1194,.,.,interp,64
1195,Podobnie,podobnie,adv:pos,65
1196,ocenia,oceniać,fin:sg:ter:imperf,65
1197,sytuację,sytuacja,subst:sg:acc:f,65
1198,młodszy,młody,adj:sg:nom:m1:com,65
1199,brygadier,brygadier,subst:sg:nom:m1,65
1200,Jan,Jan,subst:sg:nom:m1,65
1201,Pawnik,Pawnik,subst:sg:nom:m1,65
1202,",",",",interp,65
1203,zastępca,zastępca,subst:sg:nom:m1,65
1204,komendanta,komendant,subst:sg:gen:m1,65
1205,powiatowego,powiatowy,adj:sg:gen:m1:pos,65
1206,Państwowej,państwowy,adj:sg:gen:f:pos,65
1207,Straży,straż,subst:sg:gen:f,65
1208,Pożarnej,pożarny,adj:sg:gen:f:pos,65
1209,w,w,prep:loc:nwok,65
1210,Raciborzu,Racibórz,subst:sg:loc:m3,65
1211,.,.,interp,65
1212,-,-,interp,66
1213,Mieszkańcy,mieszkaniec,subst:pl:nom:m1,66
1214,prowadzą,prowadzić,fin:pl:ter:imperf,66
1215,we,w,prep:loc:wok,66
1216,wsi,wieś,subst:sg:loc:f,66
1217,patrole,patrol,subst:pl:acc:m3,66
1218,.,.,interp,66
1219,Ogień,ogień,subst:sg:nom:m3,67
1220,wybuchł,wybuchnąć,praet:sg:m1:perf,67
1221,akurat,akurat,qub,67
1222,wówczas,wówczas,adv,67
1223,",",",",interp,67
1224,gdy,gdy,adv,67
1225,się,się,qub,67
1226,skończyły,skończyć,praet:pl:m3:perf,67
1227,.,.,interp,67
1228,Albo,albo,conj,68
1229,podpalacz,podpalacz,subst:sg:nom:m1,68
1230,zna,znać,fin:sg:ter:imperf,68
1231,dokładne,dokładny,adj:pl:acc:f:pos,68
1232,godziny,godzina,subst:pl:acc:f,68
1233,",",",",interp,68
1234,w,w,prep:loc:nwok,68
1235,których,który,adj:pl:loc:f:pos,68
1236,się,się,qub,68
1237,odbywają,odbywać,fin:pl:ter:imperf,68
1238,",",",",interp,68
1239,albo,albo,conj,68
1240,sam,sam,adj:sg:nom:m1:pos,68
1241,bierze,brać,fin:sg:ter:imperf,68
1242,w,w,prep:loc:nwok,68
1243,nich,on,ppron3:pl:loc:m3:ter:akc:praep,68
1244,udział,udział,subst:sg:acc:m3,68
1245,-,-,interp,68
1246,mówi,mówić,fin:sg:ter:imperf,68
1247,Jan,Jan,subst:sg:nom:m1,68
1248,Pawnik,Pawnik,subst:sg:nom:m1,68
1249,.,.,interp,68
1250,Policja,policja,subst:sg:nom:f,69
1251,dla,dla,prep:gen,69
1252,dobra,dobro,subst:sg:gen:n,69
1253,śledztwa,śledztwo,subst:sg:gen:n,69
1254,nie,nie,qub,69
1255,chce,chcieć,fin:sg:ter:imperf,69
1256,komentować,komentować,inf:imperf,69
1257,całej,cały,adj:sg:gen:f:pos,69
1258,sprawy,sprawa,subst:sg:gen:f,69
1259,.,.,interp,69
1260,Niewiele,niewiele,adv,70
1261,brakowało,brakować,praet:sg:n:imperf,70
1262,",",",",interp,70
1263,a,a,conj,70
1264,kariera,kariera,subst:sg:nom:f,70
1265,pani,pani,subst:sg:gen:f,70
1266,minister,minister,subst:sg:gen:f,70
1267,potoczyła,potoczyć,praet:sg:f:perf,70
1268,by,by,qub,70
1269,się,się,qub,70
1270,w,w,prep:acc:nwok,70
1271,zupełnie,zupełnie,adv:pos,70
1272,inny,inny,adj:sg:acc:m3:pos,70
1273,sposób,sposób,subst:sg:acc:m3,70
1274,.,.,interp,70
1275,W,w,prep:loc:nwok,71
1276,2002,2002,adj:sg:loc:m3:pos,71
1277,roku,rok,subst:sg:loc:m3,71
1278,postanowiła,postanowić,praet:sg:f:perf,71
1279,walczyć,walczyć,inf:imperf,71
1280,o,o,prep:acc,71
1281,stanowisko,stanowisko,subst:sg:acc:n,71
1282,wójta,wójt,subst:sg:gen:m1,71
1283,w,w,prep:loc:nwok,71
1284,rodzinnej,rodzinny,adj:sg:loc:f:pos,71
1285,gminie,gmina,subst:sg:loc:f,71
1286,–,–,interp,71
1287,Somiance,Somianka,subst:sg:loc:f,71
1288,.,.,interp,71
1289,A,a,conj,72
1290,właśnie,właśnie,qub,72
1291,tam,tam,adv,72
1292,przez,przez,prep:acc:nwok,72
1293,siedem,siedem,num:pl:acc:m3:rec,72
1294,lat,rok,subst:pl:gen:m3,72
1295,(,(,interp,72
1296,1990,1990,num:pl:nom:m3:rec,72
1297,-,-,interp,72
1298,1997,1997,num:pl:nom:m3:rec,72
1299,),),interp,72
1300,rządził,rządzić,praet:sg:m1:imperf,72
1301,Jarosław,Jarosław,subst:sg:nom:m1,72
1302,Kalinowski,Kalinowski,subst:sg:nom:m1,72
1303,.,.,interp,72
1304,Elżbieta,Elżbieta,subst:sg:nom:f,73
1305,Jakubiak,Jakubiak,subst:sg:nom:f,73
1306,poniosła,ponieść,praet:sg:f:perf,73
1307,porażkę,porażka,subst:sg:acc:f,73
1308,",",",",interp,73
1309,wójtem,wójt,subst:sg:inst:m1,73
1310,nie,nie,qub,73
1311,została,zostać,praet:sg:f:perf,73
1312,",",",",interp,73
1313,zainstalowała,zainstalować,praet:sg:f:perf,73
1314,się,się,qub,73
1315,więc,więc,conj,73
1316,w,w,prep:loc:nwok,73
1317,stołecznym,stołeczny,adj:sg:loc:m3:pos,73
1318,magistracie,magistrat,subst:sg:loc:m3,73
1319,.,.,interp,73
1320,Dała,dać,praet:sg:f:perf,74
1321,się,się,qub,74
1322,tam,tam,adv,74
1323,poznać,poznać,inf:perf,74
1324,jako,jako,conj,74
1325,kompetentny,kompetentny,adj:sg:nom:m1:pos,74
1326,urzędnik,urzędnik,subst:sg:nom:m1,74
1327,.,.,interp,74
1328,Kierowała,kierować,praet:sg:f:imperf,75
1329,przygotowaniami,przygotowanie,subst:pl:inst:n,75
1330,do,do,prep:gen,75
1331,obchodów,obchód,subst:pl:gen:m3,75
