,orth,base,ctag,chunk
699,Członek,członek,subst:sg:nom:m1,44
700,giełdy,giełda,subst:sg:gen:f,44
701,-,-,interp,44
702,specjalista,specjalista,subst:sg:nom:m1,44
703,oraz,oraz,conj,44
704,emitent,emitent,subst:sg:nom:m1,44
705,obowiązani,obowiązany,subst:pl:nom:m1,44
706,są,być,fin:pl:ter:imperf,44
707,bezzwłocznie,bezzwłocznie,adv:pos,44
708,zawiadomić,zawiadomić,inf:perf,44
709,Zarząd,zarząd,subst:sg:nom:m3,44
710,Giełdy,giełda,subst:sg:gen:f,44
711,o,o,prep:acc,44
712,dokonanym,dokonany,adj:sg:inst:m1:pos,44
713,wypowiedzeniu,wypowiedzenie,subst:sg:dat:n,44
714,",",",",interp,44
715,oraz,oraz,conj,44
716,wygaśnięciu,wygaśnięcie,subst:sg:dat:n,44
717,umowy,umowa,subst:sg:gen:f,44
718,",",",",interp,44
719,o,o,prep:acc,44
720,której,który,adj:sg:gen:f:pos,44
721,mowa,mowa,subst:sg:nom:f,44
722,w,w,prep:acc:nwok,44
723,§,§,interp,44
724,84,84,num:pl:nom:m1:rec,44
725,",",",",interp,44
726,jak,jak,conj,44
727,również,również,qub,44
728,o,o,prep:acc,44
729,każdej,każdy,adj:sg:gen:f:pos,44
730,zmianie,zmiana,subst:sg:dat:f,44
731,w,w,prep:acc:nwok,44
732,jej,on,ppron3:sg:gen:f:ter:akc:npraep,44
733,treści,treść,subst:sg:gen:f,44
734,",",",",interp,44
735,z,z,prep:gen:nwok,44
736,wyjątkiem,wyjątek,subst:sg:inst:m3,44
737,zmiany,zmiana,subst:sg:gen:f,44
738,wynagrodzenia,wynagrodzenie,subst:sg:gen:n,44
739,.,.,interp,44
740,Do,do,prep:gen,45
741,zawiadomienia,zawiadomienie,subst:sg:gen:n,45
742,o,o,prep:acc,45
743,zmianie,zmiana,subst:sg:dat:f,45
744,treści,treść,subst:sg:gen:f,45
745,umowy,umowa,subst:sg:gen:f,45
746,należy,należeć,fin:sg:ter:imperf,45
747,dołączyć,dołączyć,inf:perf,45
748,odpis,odpis,subst:sg:nom:m3,45
749,umowy,umowa,subst:sg:gen:f,45
750,w,w,prep:acc:nwok,45
751,obowiązującym,obowiązujący,adj:sg:inst:m1:pos,45
752,brzmieniu,brzmienie,subst:sg:dat:n,45
753,.,.,interp,45
754,2,2,num:pl:nom:m1:rec,46
755,.,.,interp,46
756,Zawiadomienie,zawiadomienie,subst:sg:nom:n,47
757,o,o,prep:acc,47
758,wypowiedzeniu,wypowiedzenie,subst:sg:dat:n,47
759,umowy,umowa,subst:sg:gen:f,47
760,strona,strona,subst:sg:nom:f,47
761,dokonująca,dokonywać,pact:sg:nom:f:imperf:aff,47
762,wypowiedzenia,wypowiedzenie,subst:sg:gen:n,47
763,zobowiązana,zobowiązana,subst:sg:nom:f,47
764,jest,być,fin:sg:ter:imperf,47
765,przekazać,przekazać,inf:perf,47
766,Zarządowi,zarząd,subst:sg:dat:m3,47
767,Giełdy,giełda,subst:sg:gen:f,47
768,nie,nie,conj,47
769,później,późno,adv:pos,47
770,niż,niż,conj,47
771,na,na,prep:acc,47
772,4,4,num:pl:nom:m1:rec,47
773,tygodnie,tydzień,subst:pl:nom:m3,47
774,przed,przed,prep:acc:nwok,47
775,terminem,termin,subst:sg:inst:m3,47
776,wygaśnięcia,wygaśnięcie,subst:sg:gen:n,47
777,umowy,umowa,subst:sg:gen:f,47
778,.,.,interp,47
779,91Zarząd,91Zarząd,ign,48
780,Giełdy,giełda,subst:sg:gen:f,48
781,może,może,qub,48
782,zawiesić,zawiesić,inf:perf,48
783,prawo,prawo,adv:pos,48
784,wykonywania,wykonywać,ger:sg:gen:n:imperf:aff,48
785,przez,przez,prep:acc:nwok,48
786,członka,członek,subst:sg:gen:m1,48
787,giełdy,giełda,subst:sg:gen:f,48
788,zadań,zadanie,subst:pl:gen:n,48
789,specjalisty,specjalista,subst:sg:gen:m1,48
790,",",",",interp,48
791,o,o,prep:acc,48
792,ile,ile,adv:pos,48
793,nie,nie,conj,48
794,wykonuje,wykonywać,fin:sg:ter:imperf,48
795,on,on,ppron3:sg:nom:m1:ter:akc:npraep,48
796,ich,on,ppron3:pl:gen:m1:ter:akc:npraep,48
797,zgodnie,zgodnie,adv:pos,48
798,z,z,prep:gen:nwok,48
799,przepisami,przepis,subst:pl:inst:m3,48
800,obowiązującymi,obowiązujący,adj:pl:inst:m1:pos,48
801,na,na,prep:acc,48
802,giełdzie,giełda,subst:sg:dat:f,48
803,.,.,interp,48
804,Nie,nie,conj,49
805,da,dać,fin:sg:ter:perf,49
806,się,się,qub,49
807,ukryć,ukryć,inf:perf,49
808,",",",",interp,49
809,że,że,comp,49
810,fascynuje,fascynować,fin:sg:ter:imperf,49
811,mnie,ja,ppron12:sg:gen:m1:pri:akc,49
812,kultura,kultura,subst:sg:nom:f,49
813,hip,hip,ign,49
814,-,-,interp,49
815,hop,hop,subst:sg:nom:m3,49
816,",",",",interp,49
817,ale,ale,conj,49
818,nie,nie,conj,49
819,chce,chcieć,fin:sg:ter:imperf,49
820,podszywać,podszywać,inf:imperf,49
821,się,się,qub,49
822,pod,pod,prep:acc:nwok,49
823,tzw,tak_zwany,brev:pun,49
824,.,.,interp,49
825,blokersa,blokers,subst:sg:gen:m1,49
826,i,i,conj,49
827,szukam,szukać,fin:sg:pri:imperf,49
828,swojej,swój,adj:sg:gen:f:pos,49
829,drogi,droga,subst:sg:gen:f,49
830,próbując,próbować,pcon:imperf,49
831,robić,robić,inf:imperf,49
832,muzykę,muzyka,subst:sg:acc:f,49
833,z,z,prep:gen:nwok,49
834,pozytywnym,pozytywny,adj:sg:inst:m1:pos,49
835,i,i,conj,49
836,szczerym,szczery,adj:sg:inst:m1:pos,49
837,przekazem,przekaz,subst:sg:inst:m3,49
838,.,.,interp,49
839,Jest,być,fin:sg:ter:imperf,50
840,ona,on,ppron3:sg:nom:f:ter:akc:npraep,50
841,adresowana,adresować,ppas:sg:nom:f:imperf:aff,50
842,do,do,prep:gen,50
843,ludzi,człowiek,subst:pl:gen:m1,50
844,ludzi,ludzie,subst:pl:gen:m1,50
845,młodych,młoda,subst:pl:gen:f,50
846,",",",",interp,50
847,wrażliwych,wrażliwy,adj:pl:gen:m1:pos,50
848,i,i,conj,50
849,zmęczonych,zmęczony,adj:pl:gen:m1:pos,50
850,bezpłciową,bezpłciowy,adj:sg:acc:f:pos,50
851,",",",",interp,50
852,popową,popowy,adj:sg:acc:f:pos,50
853,papką,papka,subst:sg:inst:f,50
854,",",",",interp,50
855,zalewającą,zalewać,pact:sg:acc:f:imperf:aff,50
856,polski,polski,subst:sg:nom:m3,50
857,eter,eter,subst:sg:nom:m3,50
858,.,.,interp,50
859,Oprócz,oprócz,prep:gen,51
860,plejady,plejada,subst:sg:gen:f,51
861,świetnych,świetny,adj:pl:gen:m1:pos,51
862,muzyków,muzyk,subst:pl:gen:m1,51
863,ze,z,prep:gen:wok,51
864,środowiska,środowisko,subst:sg:gen:n,51
865,rockowego,rockowy,adj:sg:gen:m1:pos,51
866,/,/,interp,51
867,m,metr,brev:npun,51
868,.,.,interp,51
869,in,in,subst:sg:nom:n,51
870,.,.,interp,51
871,Janek,Janek,subst:sg:nom:m1,51
872,Benedek,Benedek,ign,51
873,(,(,interp,51
874,ex,ex,ign,51
875,-,-,interp,51
876,T,T,ign,51
877,.,.,interp,51
878,Love,Love,ign,52
879,),),interp,52
880,",",",",interp,52
881,Wojciech,Wojciech,subst:sg:nom:m1,52
882,Seweryn,Seweryn,subst:sg:nom:m1,52
883,(,(,interp,52
884,Lech,Lech,subst:sg:nom:m1,52
885,Janerka,Janerka,ign,52
886,),),interp,52
887,/,/,interp,52
888,udało,udać,praet:sg:n:perf,52
889,mi,mi,subst:sg:nom:n,52
890,się,się,qub,52
891,zaprosić,zaprosić,inf:perf,52
892,na,na,prep:acc,52
893,płytę,płyta,subst:sg:acc:f,52
894,kilka,kilka,subst:sg:nom:f,52
895,znanych,znana,subst:pl:gen:f,52
896,i,i,conj,52
897,cenionych,cenić,ppas:pl:gen:m1:imperf:aff,52
898,przeze,przez,prep:acc:wok,52
899,mnie,ja,ppron12:sg:gen:m1:pri:akc,52
900,gwiazd,gwiazda,subst:pl:gen:f,52
901,polskiego,polski,subst:sg:gen:m3,52
902,hip,hip,ign,52
903,-,-,interp,52
904,hopu,hop,subst:sg:gen:m3,52
905,.,.,interp,52
906,W,w,prep:acc:nwok,53
907,dwóch,dwa,num:pl:nom:m1:rec,53
908,dwóch,dwa,num:pl:nom:m1:rec,53
909,dwóch,dwa,num:pl:nom:m1:rec,53
910,dwóch,dwa,num:pl:nom:m1:rec,53
911,dwóch,dwa,num:pl:nom:m1:rec,53
912,dwóch,dwa,num:pl:nom:m1:rec,53
913,dwóch,dwa,num:pl:nom:m1:rec,53
914,dwóch,dwa,num:pl:nom:m1:rec,53
915,dwóch,dwa,num:pl:nom:m1:rec,53
916,dwóch,dwa,num:pl:nom:m1:rec,53
917,dwóch,dwa,num:pl:nom:m1:rec,53
918,dwóch,dwa,num:pl:nom:m1:rec,53
919,dwóch,dwa,num:pl:nom:m1:rec,53
920,piosenkach,piosenka,subst:pl:loc:f,53
921,wystąpił,wystąpić,praet:sg:m1:perf,53
922,gościnnie,gościnnie,adv:pos,53
923,Pezet,Pezet,ign,53
924,(,(,interp,53
925,Pezet,Pezet,ign,53
926,-,-,interp,53
927,Noon,Noon,ign,53
928,),),interp,53
929,",",",",interp,53
930,w,w,prep:acc:nwok,53
931,jednej,jeden,adj:sg:gen:f:pos,53
932,Trzeci,trzeci,subst:sg:nom:m2,53
933,Wymiar,wymiar,subst:sg:nom:m3,53
934,(,(,interp,53
935,wschodząca,wschodzący,adj:sg:nom:f:pos,53
936,gwiazda,gwiazda,subst:sg:nom:f,53
937,młodej,młoda,subst:sg:gen:f,53
938,hip,hip,ign,53
939,-,-,interp,53
940,hopowej,hopowy,adj:sg:gen:f:pos,53
941,fali,fala,subst:sg:gen:f,53
942,),),interp,53
943,",",",",interp,53
944,a,a,conj,53
945,także,także,qub,53
946,członkowie,członek,subst:pl:nom:m1,53
947,najlepszego,dobry,adj:sg:gen:m1:sup,53
948,w,w,prep:acc:nwok,53
949,Polsce,Polska,subst:sg:dat:f,53
950,sound,sound,ign,53
951,-,-,interp,53
952,systemu,system,subst:sg:gen:m3,53
953,reggae,reggae,subst:sg:nom:n,53
954,-,-,interp,53
955,Zjednoczenie,zjednoczenie,subst:sg:nom:n,53
956,Sound,Sound,ign,53
957,System,system,subst:sg:nom:m3,53
958,.,.,interp,53
959,Płytę,płyta,subst:sg:acc:f,54
960,nagrali,nagrać,praet:pl:m1:perf,54
961,i,i,conj,54
962,zmiksowali,zmiksować,praet:pl:m1:perf,54
963,Kajetan,Kajetan,subst:sg:nom:m1,54
964,Aron,Aron,subst:sg:nom:m1,54
965,i,i,conj,54
966,Adam,Adam,subst:sg:nom:m1,54
967,Toczko,toczka,subst:sg:voc:f,54
968,w,w,prep:acc:nwok,54
969,Tarchostudio,Tarchostudio,ign,54
970,w,w,prep:acc:nwok,54
971,latach,lato,subst:pl:loc:n,54
972,2002,2002,num:pl:nom:m1:rec,54
973,-,-,interp,54
974,2003,2003,num:pl:nom:m1:rec,54
975,.,.,interp,54
976,Kol,kola,subst:pl:gen:f,55
977,.,.,interp,55
978,Henryk,Henryk,subst:sg:nom:m1,56
979,Rospendowski,Rospendowski,ign,56
980,nie,nie,conj,56
981,miał,miał,subst:sg:nom:m3,56
982,natomiast,natomiast,conj,56
983,żadnych,żaden,adj:pl:gen:m1:pos,56
984,skrupułów,skrupuł,subst:pl:gen:m3,56
985,.,.,interp,56
986,Uważał,uważać,praet:sg:m1:imperf,57
987,",",",",interp,57
988,że,że,comp,57
989,decydować,decydować,inf:imperf,57
990,o,o,prep:acc,57
991,wykluczeniu,wykluczyć,ger:sg:dat:n:perf:aff,57
992,Bąka,Bąk,subst:sg:gen:m1,57
993,nie,nie,conj,57
994,tylko,tylko,conj,57
995,można,można,pred,57
996,",",",",interp,57
997,ale,ale,conj,57
998,i,i,conj,57
999,trzeba,trzeba,pred,57
1000,.,.,interp,57
1001,Jego,on,ppron3:sg:gen:m1:ter:akc:npraep,58
1002,wrogi,wróg,depr:pl:nom:m2,58
1003,stosunek,stosunek,subst:sg:nom:m3,58
1004,do,do,prep:gen,58
1005,Polski,Polska,subst:sg:gen:f,58
1006,Ludowej,ludowy,adj:sg:gen:f:pos,58
1007,i,i,conj,58
1008,do,do,prep:gen,58
1009,budowy,budowa,subst:sg:gen:f,58
1010,socjalizmu,socjalizm,subst:sg:gen:m3,58
1011,",",",",interp,58
1012,do,do,prep:gen,58
1013,wszelkich,wszelki,adj:pl:gen:m1:pos,58
1014,przejawów,przejaw,subst:pl:gen:m3,58
1015,budowania,budować,ger:sg:gen:n:imperf:aff,58
1016,nowego,nowy,subst:sg:gen:m1,58
1017,życia,życie,subst:sg:gen:n,58
1018,w,w,prep:acc:nwok,58
1019,Polsce,Polska,subst:sg:dat:f,58
1020,datuje,datować,fin:sg:ter:imperf,58
1021,się,się,qub,58
1022,od,od,prep:gen:nwok,58
1023,wyzwolenia,wyzwolenie,subst:sg:gen:n,58
1024,Polski,Polska,subst:sg:gen:f,58
1025,przez,przez,prep:acc:nwok,58
1026,Armię,armia,subst:sg:acc:f,58
1027,Radziecką,radziecki,adj:sg:acc:f:pos,58
1028,.,.,interp,58
1029,Jeśli,jeśli,comp,59
1030,kol,kola,subst:pl:gen:f,59
1031,.,.,interp,59
1032,Bąk,Bąk,subst:sg:nom:m1,59
1033,jest,być,fin:sg:ter:imperf,59
1034,odpowiedzialny,odpowiedzialny,subst:sg:nom:m1,59
1035,za,za,qub,59
1036,swoje,swoje,subst:sg:nom:n,59
1037,czyny,czyn,subst:pl:nom:m3,59
1038,-,-,interp,59
1039,naszym,nasi,subst:pl:dat:m1,59
1040,obowiązkiem,obowiązek,subst:sg:inst:m3,59
1041,jest,być,fin:sg:ter:imperf,59
1042,wykluczenie,wykluczyć,ger:sg:nom:n:perf:aff,59
1043,go,go,subst:sg:nom:n,59
1044,ze,z,prep:gen:wok,59
1045,Związku,związek,subst:sg:gen:m3,59
1046,.,.,interp,59
1047,Jeżeli,jeżeli,comp,60
1048,nie,nie,conj,60
1049,",",",",interp,60
1050,choroba,choroba,subst:sg:nom:f,60
1051,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,60
1052,przynosi,przynosić,fin:sg:ter:imperf,60
1053,nieobliczalne,nieobliczalny,adj:sg:nom:n:pos,60
1054,szkody,szkoda,subst:sg:gen:f,60
1055,dobrej,dobry,adj:sg:gen:f:pos,60
1056,opinii,opinia,subst:sg:gen:f,60
1057,Związku,związek,subst:sg:gen:m3,60
1058,Literatów,literat,subst:pl:gen:m1,60
1059,",",",",interp,60
1060,a,a,conj,60
1061,zatem,zatem,conj,60
1062,człowieka,człowiek,subst:sg:gen:m1,60
1063,chorego,chory,subst:sg:gen:m1,60
1064,psychicznie,psychicznie,adv:pos,60
1065,i,i,conj,60
1066,szkodnika,szkodnik,subst:sg:gen:m1,60
1067,tolerować,tolerować,inf:imperf,60
1068,w,w,prep:acc:nwok,60
1069,Związku,związek,subst:sg:gen:m3,60
1070,nie,nie,conj,60
1071,można,można,pred,60
1072,.,.,interp,60
1073,Kol,kola,subst:pl:gen:f,61
1074,.,.,interp,61
1075,Jan,Jan,subst:sg:nom:m1,62
1076,Bykowski,Bykowski,ign,62
1077,przypomniał,przypomnieć,praet:sg:m1:perf,62
1078,wiele,wiele,adv:pos,62
1079,faktów,fakt,subst:pl:gen:m3,62
1080,",",",",interp,62
1081,mówiących,mówiący,adj:pl:gen:m1:pos,62
1082,o,o,prep:acc,62
1083,tym,tym,conj,62
1084,",",",",interp,62
1085,że,że,comp,62
1086,Bąk,Bąk,subst:sg:nom:m1,62
1087,jest,być,fin:sg:ter:imperf,62
1088,faszyzującym,faszyzować,pact:sg:inst:m1:imperf:aff,62
1089,antysemitą,antysemita,subst:sg:inst:m1,62
1090,",",",",interp,62
1091,zdeklarowanym,zdeklarowany,adj:sg:inst:m1:pos,62
1092,rasistą,rasista,subst:sg:inst:m1,62
1093,",",",",interp,62
1094,niedemokratą,niedemokrata,subst:sg:inst:m1,62
1095,i,i,conj,62
1096,w,w,prep:acc:nwok,62
1097,żaden,żaden,adj:sg:nom:m1:pos,62
1098,sposób,sposób,pred,62
1099,nie,nie,conj,62
1100,mieści,mieścić,fin:sg:ter:imperf,62
1101,się,się,qub,62
1102,w,w,prep:acc:nwok,62
1103,szeregach,szereg,subst:pl:loc:m3,62
1104,pisarzy,pisarz,subst:pl:gen:m1,62
1105,Polski,Polska,subst:sg:gen:f,62
1106,Ludowej,ludowy,adj:sg:gen:f:pos,62
1107,.,.,interp,62
1108,Kol,kola,subst:pl:gen:f,63
1109,.,.,interp,63
1110,dr,dr,subst:sg:nom:m1,64
1111,Jerzy,Jerzy,subst:sg:nom:m1,64
1112,Koller,Koller,ign,64
1113,podkreślił,podkreślić,praet:sg:m1:perf,64
1114,z,z,prep:gen:nwok,64
1115,kolei,kolej,subst:sg:gen:f,64
1116,kolei,koleja,subst:sg:gen:f,64
1117,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,64
1118,wrogi,wróg,depr:pl:nom:m2,64
1119,stosunek,stosunek,subst:sg:nom:m3,64
1120,do,do,prep:gen,64
1121,Związku,związek,subst:sg:gen:m3,64
1122,",",",",interp,64
1123,w,w,prep:acc:nwok,64
1124,którym,który,adj:sg:inst:m1:pos,64
1125,upatruje,upatrywać,fin:sg:ter:imperf,64
1126,Bąk,Bąk,subst:sg:nom:m1,64
1127,źródło,źródło,subst:sg:nom:n,64
1128,swoich,swoje,subst:pl:gen:n,64
1129,krzywd,krzywda,subst:pl:gen:f,64
1130,.,.,interp,64
1131,Jego,on,ppron3:sg:gen:m1:ter:akc:npraep,65
1132,rola,rola,subst:sg:nom:f,65
1133,w,w,prep:acc:nwok,65
1134,pracach,praca,subst:pl:loc:f,65
1135,Związku,związek,subst:sg:gen:m3,65
1136,jest,być,fin:sg:ter:imperf,65
1137,destrukcyjna,destrukcyjny,adj:sg:nom:f:pos,65
1138,",",",",interp,65
1139,a,a,conj,65
1140,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,65
1141,stan,stan,subst:sg:nom:m3,65
1142,psychiczny,psychiczny,subst:sg:nom:m1,65
1143,nie,nie,conj,65
1144,pozwala,pozwalać,fin:sg:ter:imperf,65
1145,na,na,prep:acc,65
1146,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,65
1147,przynależność,przynależność,subst:sg:nom:f,65
1148,organizacyjną,organizacyjny,adj:sg:acc:f:pos,65
1149,.,.,interp,65
1150,Z,z,prep:gen:nwok,66
1151,ulicy,ulica,subst:sg:gen:f,66
1152,Szkolnej,szkolny,adj:sg:gen:f:pos,66
1153,",",",",interp,66
1154,gdzie,gdzie,adv:pos,66
1155,dotąd,dotąd,adv:pos,66
1156,wybuchały,wybuchać,praet:pl:m2:imperf,66
1157,pożary,pożar,subst:pl:nom:m3,66
1158,",",",",interp,66
1159,podpalacz,podpalacz,subst:sg:nom:m1,66
1160,przeniósł,przenieść,praet:sg:m1:perf:nagl,66
1161,się,się,qub,66
1162,na,na,prep:acc,66
1163,sąsiednią,sąsiedni,adj:sg:acc:f:pos,66
1164,ulicę,ulica,subst:sg:acc:f,66
1165,Pomnikową,pomnikowy,adj:sg:acc:f:pos,66
1166,.,.,interp,66
1167,Tu,tu,adv:pos,67
1168,znajdują,znajdować,fin:pl:ter:imperf,67
1169,znajdują,znajdywać,fin:pl:ter:imperf,67
1170,się,się,qub,67
1171,trzy,trzy,num:pl:nom:m1:rec,67
1172,trzy,trzy,num:pl:nom:m1:rec,67
1173,trzy,trzy,num:pl:nom:m1:rec,67
1174,trzy,trzy,num:pl:nom:m1:rec,67
1175,trzy,trzy,num:pl:nom:m1:rec,67
1176,trzy,trzy,num:pl:nom:m1:rec,67
1177,trzy,trzy,num:pl:nom:m1:rec,67
1178,trzy,trzy,num:pl:nom:m1:rec,67
1179,trzy,trzy,num:pl:nom:m1:rec,67
1180,trzy,trzy,num:pl:nom:m1:rec,67
1181,trzy,trzy,num:pl:nom:m1:rec,67
1182,trzy,trzy,num:pl:nom:m1:rec,67
1183,połączone,połączyć,ppas:sg:nom:n:perf:aff,67
1184,ze,z,prep:gen:wok,67
1185,sobą,siebie,siebie:inst,67
1186,stodoły,stodoła,subst:sg:gen:f,67
1187,.,.,interp,67
1188,Od,od,prep:gen:nwok,68
1189,głównej,główny,adj:sg:gen:f:pos,68
1190,ulicy,ulica,subst:sg:gen:f,68
1191,Raciborskiej,raciborski,adj:sg:gen:f:pos,68
1192,teren,teren,subst:sg:nom:m3,68
1193,ogrodzony,ogrodzić,ppas:sg:nom:m1:perf:aff,68
1194,jest,być,fin:sg:ter:imperf,68
1195,płotem,płot,subst:sg:inst:m3,68
1196,.,.,interp,68
1197,Sprawca,sprawca,subst:sg:nom:m1,69
1198,świetnie,świetnie,adv:pos,69
1199,orientuje,orientować,fin:sg:ter:imperf,69
1200,się,się,qub,69
1201,w,w,prep:acc:nwok,69
1202,terenie,teren,subst:sg:loc:m3,69
1203,.,.,interp,69
1204,Wiedział,wiedzieć,praet:sg:m1:imperf,70
1205,",",",",interp,70
1206,że,że,comp,70
1207,od,od,prep:gen:nwok,70
1208,strony,strona,subst:sg:gen:f,70
1209,ulicy,ulica,subst:sg:gen:f,70
1210,Szkolnej,szkolny,adj:sg:gen:f:pos,70
1211,nie,nie,conj,70
1212,ma,mój,adj:sg:nom:f:pos,70
1213,płotu,płot,subst:sg:gen:m3,70
1214,i,i,conj,70
1215,można,można,pred,70
1216,wejść,wejść,inf:perf,70
1217,na,na,prep:acc,70
1218,teren,teren,subst:sg:nom:m3,70
1219,działki,działka,subst:sg:gen:f,70
1220,.,.,interp,70
1221,Bieńkowiczanie,Bieńkowiczanie,ign,71
1222,są,być,fin:pl:ter:imperf,71
1223,pewni,pewien,adj:pl:nom:m1:pos,71
1224,pewni,pewny,adj:pl:nom:m1:pos,71
1225,",",",",interp,71
1226,że,że,comp,71
1227,to,to,conj,71
1228,ktoś,ktoś,subst:sg:nom:m1,71
1229,ze,z,prep:gen:wok,71
1230,wsi,wieś,subst:sg:gen:f,71
1231,.,.,interp,71
1232,Podobnie,podobnie,adv:pos,72
1233,ocenia,oceniać,fin:sg:ter:imperf,72
1234,sytuację,sytuacja,subst:sg:acc:f,72
1235,młodszy,młody,adj:sg:nom:m1:com,72
1236,brygadier,brygadier,subst:sg:nom:m1,72
1237,Jan,Jan,subst:sg:nom:m1,72
1238,Pawnik,Pawnik,ign,72
1239,",",",",interp,72
1240,zastępca,zastępca,subst:sg:nom:m1,72
1241,komendanta,komendant,subst:sg:gen:m1,72
1242,powiatowego,powiatowy,adj:sg:gen:m1:pos,72
1243,Państwowej,państwowy,adj:sg:gen:f:pos,72
1244,Straży,straż,subst:sg:gen:f,72
1245,Straży,straża,subst:sg:gen:f,72
1246,Pożarnej,pożarny,adj:sg:gen:f:pos,72
1247,w,w,prep:acc:nwok,72
1248,Raciborzu,Racibórz,subst:sg:loc:m3,72
1249,.,.,interp,72
1250,-,-,interp,73
1251,Mieszkańcy,mieszkaniec,subst:pl:nom:m1,73
1252,prowadzą,prowadzić,fin:pl:ter:imperf,73
1253,we,w,prep:acc:wok,73
1254,wsi,wieś,subst:sg:gen:f,73
1255,patrole,patrol,subst:pl:nom:m3,73
1256,.,.,interp,73
1257,Ogień,ogień,subst:sg:nom:m3,74
1258,wybuchł,wybuchnąć,praet:sg:m1:perf,74
1259,akurat,akurat,adv:pos,74
1260,wówczas,wówczas,adv:pos,74
1261,",",",",interp,74
1262,gdy,gdy,adv:pos,74
1263,się,się,qub,74
1264,skończyły,skończyć,praet:pl:m2:perf,74
1265,.,.,interp,74
1266,Albo,albo,conj,75
1267,podpalacz,podpalacz,subst:sg:nom:m1,75
1268,zna,znać,fin:sg:ter:imperf,75
1269,dokładne,dokładny,adj:sg:nom:n:pos,75
1270,godziny,godzina,subst:sg:gen:f,75
1271,",",",",interp,75
1272,w,w,prep:acc:nwok,75
1273,których,który,adj:pl:gen:m1:pos,75
1274,się,się,qub,75
1275,odbywają,odbywać,fin:pl:ter:imperf,75
1276,",",",",interp,75
1277,albo,albo,conj,75
1278,sam,sam,adv:pos,75
1279,bierze,brać,fin:sg:ter:imperf,75
1280,w,w,prep:acc:nwok,75
1281,nich,on,ppron3:pl:loc:m1:ter:akc:npraep,75
1282,udział,udział,subst:sg:nom:m3,75
1283,-,-,interp,75
1284,mówi,mówić,fin:sg:ter:imperf,75
1285,Jan,Jan,subst:sg:nom:m1,75
1286,Pawnik,Pawnik,ign,75
1287,.,.,interp,75
1288,Policja,policja,subst:sg:nom:f,76
1289,dla,dla,prep:gen,76
1290,dobra,dobra,subst:pl:nom:n,76
1291,dobra,dobro,subst:pl:nom:n,76
1292,śledztwa,śledztwo,subst:sg:gen:n,76
1293,nie,nie,conj,76
1294,chce,chcieć,fin:sg:ter:imperf,76
1295,komentować,komentować,inf:imperf,76
1296,całej,cały,adj:sg:gen:f:pos,76
1297,sprawy,sprawa,subst:sg:gen:f,76
1298,.,.,interp,76
1299,Niewiele,niewiele,adv:pos,77
1300,brakowało,brakować,praet:sg:n:imperf,77
1301,",",",",interp,77
1302,a,a,conj,77
1303,kariera,kariera,subst:sg:nom:f,77
1304,pani,pani,subst:sg:nom:f,77
1305,minister,minister,subst:sg:nom:m1,77
1306,potoczyła,potoczyć,praet:sg:f:perf,77
1307,by,by,qub,77
1308,się,się,qub,77
1309,w,w,prep:acc:nwok,77
1310,zupełnie,zupełnie,adv:pos,77
1311,inny,inny,subst:sg:nom:m1,77
1312,sposób,sposób,pred,77
1313,.,.,interp,77
1314,W,w,prep:acc:nwok,78
1315,2002,2002,num:pl:nom:m1:rec,78
1316,roku,rok,subst:sg:gen:m3,78
1317,postanowiła,postanowić,praet:sg:f:perf,78
1318,walczyć,walczyć,inf:imperf,78
1319,o,o,prep:acc,78
1320,stanowisko,stanowisko,subst:sg:nom:n,78
1321,wójta,wójt,subst:sg:gen:m1,78
1322,w,w,prep:acc:nwok,78
1323,rodzinnej,rodzinny,adj:sg:gen:f:pos,78
1324,gminie,gmin,subst:sg:loc:m3,78
1325,–,–,interp,78
1326,Somiance,Somianka,subst:sg:dat:f,78
1327,.,.,interp,78
1328,A,a,conj,79
1329,właśnie,właśnie,adv:pos,79
1330,tam,tam,adv:pos,79
1331,przez,przez,prep:acc:nwok,79
1332,siedem,siedem,num:pl:nom:m1:rec,79
1333,siedem,siedem,num:pl:nom:m1:rec,79
1334,siedem,siedem,num:pl:nom:m1:rec,79
1335,siedem,siedem,num:pl:nom:m1:rec,79
1336,siedem,siedem,num:pl:nom:m1:rec,79
1337,siedem,siedem,num:pl:nom:m1:rec,79
1338,siedem,siedem,num:pl:nom:m1:rec,79
1339,siedem,siedem,num:pl:nom:m1:rec,79
1340,siedem,siedem,num:pl:nom:m1:rec,79
1341,siedem,siedem,num:pl:nom:m1:rec,79
1342,siedem,siedem,num:pl:nom:m1:rec,79
1343,siedem,siedem,num:pl:nom:m1:rec,79
1344,lat,lato,subst:pl:gen:n,79
1345,(,(,interp,79
1346,1990,1990,num:pl:nom:m1:rec,79
1347,-,-,interp,79
1348,1997,1997,num:pl:nom:m1:rec,79
1349,),),interp,79
1350,rządził,rządzić,praet:sg:m1:imperf,79
1351,Jarosław,Jarosław,subst:sg:nom:m1,79
1352,Kalinowski,Kalinowski,subst:sg:nom:m1,79
1353,.,.,interp,79
1354,Elżbieta,Elżbieta,subst:sg:nom:f,80
